t,cmd_vx,odom_vx,force_n,encoder_rpm
29.080000000000002,0.476324928680217,0.7278221556221773,-9.148933739262954,0.0
29.1,0.475365644757287,0.7162883088996937,-6.952234802142486,0.0
29.12,0.47467838727155587,0.6889600513224176,-3.631551583099843,0.0
29.14,0.4745380029824507,0.6800510870002919,-0.015172518361611683,0.0
29.16,0.4753172186343706,0.6901768579379551,0.5914231969055297,0.0
29.18,0.47675215135223464,0.6987083404847343,-0.8621031827429816,0.0
29.2,0.4782481014216141,0.6943143777894913,-4.208646339321357,0.0
29.22,0.47933930538332165,0.6977663008405103,-7.492258339321356,0.0
29.240000000000002,0.4798883777470403,0.7152179692332908,-9.190678339321355,0.0
29.26,0.4802972559414642,0.7029021272565649,-6.434765099209481,0.0
29.28,0.48058428741245596,0.6842115537707993,-3.2465695072629472,0.0
29.3,0.4811318761673525,0.6855847519013394,-0.18420425724733633,0.0
29.32,0.4821352007716944,0.6954341673348595,-1.6614632831294927,0.0
29.34,0.48343681880738465,0.7043922253537584,-2.9071353269612414,0.0
29.36,0.4844833570665639,0.6956247647965745,-7.33586065744631,0.0
29.38,0.484836364297816,0.69685835643152,-11.921191256735119,0.0
29.400000000000002,0.484275034689529,0.7081707685446692,-11.221087385022699,0.0
29.42,0.4831748685860554,0.693156674146844,-7.638776083148948,0.0
29.44,0.4823337976561864,0.6569096285502806,-6.603942846050684,0.0
29.46,0.4819385760586128,0.6384426636396806,-2.5154903553987196,0.0
29.48,0.4819893644097892,0.6463166584387657,-2.913518904675892,0.0
29.5,0.48208436156248485,0.6559355572801857,-4.43656995502993,0.0
29.52,0.48166933677575663,0.6511851964125964,-12.085412706711866,0.0
29.54,0.4804115357230081,0.6503253820266076,-15.001558259459786,0.0
29.560000000000002,0.47838370663686924,0.665454928261975,-13.910618621587655,0.0
29.580000000000002,0.47549903577256714,0.6495186441214452,-8.672295321264679,0.0
29.6,0.47418873497313596,0.63671902962039,-1.7302310699281118,0.0
29.62,0.4731356657156285,0.6408956181092599,-2.7389090285339477,0.0
29.64,0.472759804555241,0.6443008642366613,-2.741046334591706,0.0
29.66,0.4726660978470483,0.6546130103088585,-4.7539193160145645,0.0
29.68,0.4726588895790524,0.6517156499768082,-7.620989157460357,0.0
29.7,0.47225004323768577,0.6586395632762567,-10.359831389206715,0.0
